Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2017-06-30T23:07:00+00:00,,,54.336205,-1.427450,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,
Person search,2017-07-02T19:07:00+00:00,,,54.306526,-0.443895,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Vehicle search,2017-07-10T01:07:00+00:00,,,54.486623,-0.622590,,over 34,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2017-07-23T15:07:00+00:00,,,53.957595,-1.080114,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,
Person search,2017-07-26T01:07:00+00:00,,,53.958203,-1.087934,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2017-07-28T01:07:00+00:00,,,53.959827,-1.085186,Male,10-17,White - Any other White background,,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,Nothing found - no further action,,
Person search,2017-07-28T05:07:00+00:00,,,54.292212,-0.409065,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,False,
Person search,2017-07-28T10:07:00+00:00,,,53.960692,-2.014001,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,
Person search,2017-07-29T12:07:00+00:00,,,54.281096,-0.401152,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,False,
Person search,2017-07-31T10:07:00+00:00,,,54.279884,-0.406698,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,
Vehicle search,2017-07-31T14:07:00+00:00,,,53.941902,-1.128250,,over 34,,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,True,
Vehicle search,2017-07-31T20:07:00+00:00,,,54.381571,-0.949641,,over 34,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2017-07-31T22:07:00+00:00,,,54.381665,-1.729606,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Local resolution,True,
Person search,2017-07-31T22:07:00+00:00,,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,True,
