Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
,2011-04,,West Midlands Police,-1.850519,52.589275,On or near Crown Lane,E01009417,Birmingham 001A,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.849280,52.593346,On or near Russell Bank Road,E01009417,Birmingham 001A,Violent crime,,
,2011-04,,West Midlands Police,-1.849280,52.593346,On or near Russell Bank Road,E01009417,Birmingham 001A,Other crime,,
,2011-04,,West Midlands Police,-1.842882,52.599289,On or near Balmoral Road,E01009418,Birmingham 001B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.843740,52.594588,On or near Clarence Road,E01009418,Birmingham 001B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.840641,52.598270,On or near Badgers Bank Road,E01009418,Birmingham 001B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.840641,52.598270,On or near Badgers Bank Road,E01009418,Birmingham 001B,Vehicle crime,,
,2011-04,,West Midlands Police,-1.842882,52.599289,On or near Balmoral Road,E01009418,Birmingham 001B,Vehicle crime,,
,2011-04,,West Midlands Police,-1.845780,52.593827,On or near Hook Drive,E01009418,Birmingham 001B,Violent crime,,
,2011-04,,West Midlands Police,-1.852526,52.598213,On or near Wavenham Close,E01009419,Birmingham 001C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.849895,52.599172,On or near Kesterton Road,E01009419,Birmingham 001C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.849079,52.595980,On or near Blackberry Lane,E01009419,Birmingham 001C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.848131,52.596904,On or near White Farm Road,E01009419,Birmingham 001C,Burglary,,
,2011-04,,West Midlands Police,-1.849895,52.599172,On or near Kesterton Road,E01009419,Birmingham 001C,Robbery,,
,2011-04,,West Midlands Police,-1.849079,52.595980,On or near Blackberry Lane,E01009419,Birmingham 001C,Vehicle crime,,
,2011-04,,West Midlands Police,-1.849469,52.598668,On or near Harrison Road,E01009419,Birmingham 001C,Other crime,,
,2011-04,,West Midlands Police,-1.843350,52.604701,On or near Shelley Drive,E01009433,Birmingham 001D,Burglary,,
,2011-04,,West Midlands Police,-1.849779,52.602840,On or near Lowercroft Way,E01009433,Birmingham 001D,Burglary,,
,2011-04,,West Midlands Police,-1.845631,52.602637,On or near Station Approach,E01009433,Birmingham 001D,Burglary,,
,2011-04,,West Midlands Police,-1.849779,52.602840,On or near Lowercroft Way,E01009433,Birmingham 001D,Burglary,,
,2011-04,,West Midlands Police,-1.843996,52.597366,On or near Weymouth Drive,E01009433,Birmingham 001D,Other crime,,
,2011-04,,West Midlands Police,-1.837164,52.592476,On or near Butlers Lane,E01009415,Birmingham 002A,Burglary,,
,2011-04,,West Midlands Police,-1.831391,52.596684,On or near Dunton Close,E01009415,Birmingham 002A,Vehicle crime,,
,2011-04,,West Midlands Police,-1.831124,52.593061,On or near Crockford Drive,E01009415,Birmingham 002A,Violent crime,,
,2011-04,,West Midlands Police,-1.845376,52.591201,On or near Four Oaks Common Road,E01009422,Birmingham 002B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.839117,52.587309,On or near All Saints Drive,E01009422,Birmingham 002B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.841948,52.587924,On or near Vesey Close,E01009422,Birmingham 002B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.835430,52.586486,On or near Belwell Lane,E01009422,Birmingham 002B,Burglary,,
,2011-04,,West Midlands Police,-1.845264,52.589493,On or near Farncote Drive,E01009422,Birmingham 002B,Burglary,,
,2011-04,,West Midlands Police,-1.838282,52.585564,On or near Nursery Lane,E01009422,Birmingham 002B,Vehicle crime,,
,2011-04,,West Midlands Police,-1.841482,52.590459,On or near Orchard Grove,E01009422,Birmingham 002B,Vehicle crime,,
,2011-04,,West Midlands Police,-1.845264,52.589493,On or near Farncote Drive,E01009422,Birmingham 002B,Other crime,,
,2011-04,,West Midlands Police,-1.825049,52.587694,On or near Mere Green Road,E01009423,Birmingham 002C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.825049,52.587694,On or near Mere Green Road,E01009423,Birmingham 002C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.825049,52.587694,On or near Mere Green Road,E01009423,Birmingham 002C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.827996,52.585217,On or near Mere Drive,E01009423,Birmingham 002C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.825049,52.587694,On or near Mere Green Road,E01009423,Birmingham 002C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.827996,52.585217,On or near Mere Drive,E01009423,Birmingham 002C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.827996,52.585217,On or near Mere Drive,E01009423,Birmingham 002C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.827996,52.585217,On or near Mere Drive,E01009423,Birmingham 002C,Burglary,,
,2011-04,,West Midlands Police,-1.823510,52.588555,On or near St. James Road,E01009423,Birmingham 002C,Burglary,,
,2011-04,,West Midlands Police,-1.827996,52.585217,On or near Mere Drive,E01009423,Birmingham 002C,Burglary,,
,2011-04,,West Midlands Police,-1.823706,52.591261,On or near Dugdale Crescent,E01009423,Birmingham 002C,Robbery,,
,2011-04,,West Midlands Police,-1.825049,52.587694,On or near Mere Green Road,E01009423,Birmingham 002C,Vehicle crime,,
,2011-04,,West Midlands Police,-1.825049,52.587694,On or near Mere Green Road,E01009423,Birmingham 002C,Violent crime,,
,2011-04,,West Midlands Police,-1.827996,52.585217,On or near Mere Drive,E01009423,Birmingham 002C,Violent crime,,
,2011-04,,West Midlands Police,-1.827996,52.585217,On or near Mere Drive,E01009423,Birmingham 002C,Violent crime,,
,2011-04,,West Midlands Police,-1.825049,52.587694,On or near Mere Green Road,E01009423,Birmingham 002C,Other crime,,
,2011-04,,West Midlands Police,-1.819665,52.586850,On or near Harvey Drive,E01009423,Birmingham 002C,Other crime,,
,2011-04,,West Midlands Police,-1.827996,52.585217,On or near Mere Drive,E01009423,Birmingham 002C,Other crime,,
,2011-04,,West Midlands Police,-1.827996,52.585217,On or near Mere Drive,E01009423,Birmingham 002C,Other crime,,
,2011-04,,West Midlands Police,-1.820268,52.590824,On or near Grange Lane,E01009423,Birmingham 002C,Other crime,,
,2011-04,,West Midlands Police,-1.827996,52.585217,On or near Mere Drive,E01009423,Birmingham 002C,Other crime,,
,2011-04,,West Midlands Police,-1.830443,52.589724,On or near Drayton Close,E01009425,Birmingham 002D,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.832911,52.585152,On or near Midgley Drive,E01009425,Birmingham 002D,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.833188,52.589926,On or near Harland Road,E01009425,Birmingham 002D,Robbery,,
,2011-04,,West Midlands Police,-1.830443,52.589724,On or near Drayton Close,E01009425,Birmingham 002D,Violent crime,,
,2011-04,,West Midlands Police,-1.832690,52.588955,On or near Ethelred Close,E01009425,Birmingham 002D,Other crime,,
,2011-04,,West Midlands Police,-1.832690,52.588955,On or near Ethelred Close,E01009425,Birmingham 002D,Other crime,,
,2011-04,,West Midlands Police,-1.832690,52.588955,On or near Ethelred Close,E01009425,Birmingham 002D,Other crime,,
,2011-04,,West Midlands Police,-1.830443,52.589724,On or near Drayton Close,E01009425,Birmingham 002D,Other crime,,
,2011-04,,West Midlands Police,-1.813130,52.592989,On or near Amington Close,E01009416,Birmingham 003A,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.805855,52.589040,On or near Bodicote Grove,E01009416,Birmingham 003A,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.805511,52.593255,On or near Harvest Fields Way,E01009416,Birmingham 003A,Burglary,,
,2011-04,,West Midlands Police,-1.803685,52.592380,On or near Marlpit Rise,E01009416,Birmingham 003A,Burglary,,
,2011-04,,West Midlands Police,-1.803685,52.592380,On or near Marlpit Rise,E01009416,Birmingham 003A,Burglary,,
,2011-04,,West Midlands Police,-1.803157,52.591471,On or near Wheatcroft Close,E01009416,Birmingham 003A,Burglary,,
,2011-04,,West Midlands Police,-1.805511,52.593255,On or near Harvest Fields Way,E01009416,Birmingham 003A,Vehicle crime,,
,2011-04,,West Midlands Police,-1.804462,52.593433,On or near Scarecrow Lane,E01009416,Birmingham 003A,Violent crime,,
,2011-04,,West Midlands Police,-1.803157,52.591471,On or near Wheatcroft Close,E01009416,Birmingham 003A,Other crime,,
,2011-04,,West Midlands Police,-1.809353,52.589027,On or near Slade Road,E01009416,Birmingham 003A,Other crime,,
,2011-04,,West Midlands Police,-1.803375,52.592281,On or near Roughley Farm Road,E01009416,Birmingham 003A,Other crime,,
,2011-04,,West Midlands Police,-1.805855,52.589040,On or near Bodicote Grove,E01009416,Birmingham 003A,Other crime,,
,2011-04,,West Midlands Police,-1.809353,52.589027,On or near Slade Road,E01009416,Birmingham 003A,Other crime,,
,2011-04,,West Midlands Police,-1.804632,52.588507,On or near Buckton Close,E01009416,Birmingham 003A,Other crime,,
,2011-04,,West Midlands Police,-1.802667,52.592064,On or near Weeford Dell,E01009416,Birmingham 003A,Other crime,,
,2011-04,,West Midlands Police,-1.812091,52.590722,On or near Willmott Close,E01009420,Birmingham 003B,Vehicle crime,,
,2011-04,,West Midlands Police,-1.821426,52.589199,On or near Grange Avenue,E01009420,Birmingham 003B,Violent crime,,
,2011-04,,West Midlands Police,-1.812315,52.590039,On or near Willmott Road,E01009420,Birmingham 003B,Other crime,,
,2011-04,,West Midlands Police,-1.819000,52.590526,On or near Rednall Drive,E01009420,Birmingham 003B,Other crime,,
,2011-04,,West Midlands Police,-1.814081,52.587875,On or near Coburn Drive,E01009426,Birmingham 003C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.819072,52.587487,On or near Roughley Drive,E01009426,Birmingham 003C,Vehicle crime,,
,2011-04,,West Midlands Police,-1.818110,52.584573,On or near Streather Road,E01009429,Birmingham 003D,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.820300,52.579434,On or near Little Sutton Lane,E01009429,Birmingham 003D,Burglary,,
,2011-04,,West Midlands Police,-1.818110,52.584573,On or near Streather Road,E01009429,Birmingham 003D,Other crime,,
,2011-04,,West Midlands Police,-1.813272,52.583747,On or near Heath Croft Road,E01009429,Birmingham 003D,Other crime,,
,2011-04,,West Midlands Police,-1.826452,52.579848,On or near Dower Road,E01009431,Birmingham 003E,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.823377,52.581264,On or near Trinity Road,E01009431,Birmingham 003E,Burglary,,
,2011-04,,West Midlands Police,-1.824552,52.575422,On or near Rocklands Drive,E01009431,Birmingham 003E,Other crime,,
,2011-04,,West Midlands Police,-1.855768,52.595718,On or near Chartwell Drive,E01009421,Birmingham 004A,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.852334,52.589448,On or near Highcroft Drive,E01009421,Birmingham 004A,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.876513,52.578634,On or near Thornhill Road,E01009421,Birmingham 004A,Burglary,,
,2011-04,,West Midlands Police,-1.820720,52.563415,On or near Coleshill Street,E01009424,Birmingham 004B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.820720,52.563415,On or near Coleshill Street,E01009424,Birmingham 004B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.824770,52.568617,On or near Anchorage Road,E01009424,Birmingham 004B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.816219,52.563642,On or near Riland Road,E01009424,Birmingham 004B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.823114,52.566044,On or near High Street,E01009424,Birmingham 004B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.823114,52.566044,On or near High Street,E01009424,Birmingham 004B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.820720,52.563415,On or near Coleshill Street,E01009424,Birmingham 004B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.820720,52.563415,On or near Coleshill Street,E01009424,Birmingham 004B,Robbery,,
,2011-04,,West Midlands Police,-1.818823,52.565516,On or near Pages Close,E01009424,Birmingham 004B,Robbery,,
,2011-04,,West Midlands Police,-1.820720,52.563415,On or near Coleshill Street,E01009424,Birmingham 004B,Robbery,,
,2011-04,,West Midlands Police,-1.818823,52.565516,On or near Pages Close,E01009424,Birmingham 004B,Other crime,,
,2011-04,,West Midlands Police,-1.818823,52.565516,On or near Pages Close,E01009424,Birmingham 004B,Other crime,,
,2011-04,,West Midlands Police,-1.823114,52.566044,On or near High Street,E01009424,Birmingham 004B,Other crime,,
,2011-04,,West Midlands Police,-1.818823,52.565516,On or near Pages Close,E01009424,Birmingham 004B,Other crime,,
,2011-04,,West Midlands Police,-1.826139,52.569500,On or near Rushmoor Close,E01009424,Birmingham 004B,Other crime,,
,2011-04,,West Midlands Police,-1.823114,52.566044,On or near High Street,E01009424,Birmingham 004B,Other crime,,
,2011-04,,West Midlands Police,-1.818823,52.565516,On or near Pages Close,E01009424,Birmingham 004B,Other crime,,
,2011-04,,West Midlands Police,-1.818823,52.565516,On or near Pages Close,E01009424,Birmingham 004B,Other crime,,
,2011-04,,West Midlands Police,-1.824770,52.568617,On or near Anchorage Road,E01009424,Birmingham 004B,Other crime,,
,2011-04,,West Midlands Police,-1.824770,52.568617,On or near Anchorage Road,E01009424,Birmingham 004B,Other crime,,
,2011-04,,West Midlands Police,-1.824770,52.568617,On or near Anchorage Road,E01009424,Birmingham 004B,Other crime,,
,2011-04,,West Midlands Police,-1.818823,52.565516,On or near Pages Close,E01009424,Birmingham 004B,Other crime,,
,2011-04,,West Midlands Police,-1.834144,52.583014,On or near Four Oaks Road,E01009427,Birmingham 004C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.827994,52.578007,On or near Woodfield Close,E01009427,Birmingham 004C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.837666,52.580439,On or near Luttrell Road,E01009427,Birmingham 004C,Burglary,,
,2011-04,,West Midlands Police,-1.837666,52.580439,On or near Luttrell Road,E01009427,Birmingham 004C,Burglary,,
,2011-04,,West Midlands Police,-1.827994,52.578007,On or near Woodfield Close,E01009427,Birmingham 004C,Other crime,,
,2011-04,,West Midlands Police,-1.827994,52.578007,On or near Woodfield Close,E01009427,Birmingham 004C,Other crime,,
,2011-04,,West Midlands Police,-1.816522,52.572389,On or near Knightswood Close,E01009428,Birmingham 004D,Violent crime,,
,2011-04,,West Midlands Police,-1.818711,52.571125,On or near Earlswood Drive,E01009428,Birmingham 004D,Other crime,,
,2011-04,,West Midlands Police,-1.819251,52.572654,On or near Bromwich Drive,E01009430,Birmingham 004E,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.831284,52.566667,On or near Aragon Drive,E01009430,Birmingham 004E,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.819251,52.572654,On or near Bromwich Drive,E01009430,Birmingham 004E,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.819251,52.572654,On or near Bromwich Drive,E01009430,Birmingham 004E,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.831284,52.566667,On or near Aragon Drive,E01009430,Birmingham 004E,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.831284,52.566667,On or near Aragon Drive,E01009430,Birmingham 004E,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.832721,52.576791,On or near Wentworth Road,E01009430,Birmingham 004E,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.843121,52.577866,On or near Clarry Drive,E01009430,Birmingham 004E,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.843121,52.577866,On or near Clarry Drive,E01009430,Birmingham 004E,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.841905,52.575456,On or near Stoneleigh Close,E01009430,Birmingham 004E,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.835082,52.572785,On or near Anderton Close,E01009430,Birmingham 004E,Burglary,,
,2011-04,,West Midlands Police,-1.842043,52.578108,On or near Hartopp Road,E01009430,Birmingham 004E,Burglary,,
,2011-04,,West Midlands Police,-1.829144,52.567032,On or near Richmond Road,E01009430,Birmingham 004E,Burglary,,
,2011-04,,West Midlands Police,-1.831284,52.566667,On or near Aragon Drive,E01009430,Birmingham 004E,Other crime,,
,2011-04,,West Midlands Police,-1.831284,52.566667,On or near Aragon Drive,E01009430,Birmingham 004E,Other crime,,
,2011-04,,West Midlands Police,-1.836840,52.552471,On or near Braemar Road,E01009468,Birmingham 004F,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.836840,52.552471,On or near Braemar Road,E01009468,Birmingham 004F,Burglary,,
,2011-04,,West Midlands Police,-1.832152,52.555790,On or near Ashdene Close,E01009468,Birmingham 004F,Robbery,,
,2011-04,,West Midlands Police,-1.836840,52.552471,On or near Braemar Road,E01009468,Birmingham 004F,Vehicle crime,,
,2011-04,,West Midlands Police,-1.836840,52.552471,On or near Braemar Road,E01009468,Birmingham 004F,Violent crime,,
,2011-04,,West Midlands Police,-1.836840,52.552471,On or near Braemar Road,E01009468,Birmingham 004F,Other crime,,
,2011-04,,West Midlands Police,-1.787007,52.564231,On or near Woodington Road,E01009445,Birmingham 005A,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.791147,52.565470,On or near Carhampton Road,E01009445,Birmingham 005A,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.791147,52.565470,On or near Carhampton Road,E01009445,Birmingham 005A,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.791147,52.565470,On or near Carhampton Road,E01009445,Birmingham 005A,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.787013,52.566002,On or near Leigh Road,E01009445,Birmingham 005A,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.791594,52.564518,On or near Bracken Drive,E01009445,Birmingham 005A,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.787007,52.564231,On or near Woodington Road,E01009445,Birmingham 005A,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.788169,52.565033,On or near Wilson Drive,E01009445,Birmingham 005A,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.791147,52.565470,On or near Carhampton Road,E01009445,Birmingham 005A,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.787007,52.564231,On or near Woodington Road,E01009445,Birmingham 005A,Robbery,,
,2011-04,,West Midlands Police,-1.787007,52.564231,On or near Woodington Road,E01009445,Birmingham 005A,Violent crime,,
,2011-04,,West Midlands Police,-1.787007,52.564231,On or near Woodington Road,E01009445,Birmingham 005A,Violent crime,,
,2011-04,,West Midlands Police,-1.788169,52.565033,On or near Wilson Drive,E01009445,Birmingham 005A,Other crime,,
,2011-04,,West Midlands Police,-1.787013,52.566002,On or near Leigh Road,E01009445,Birmingham 005A,Other crime,,
,2011-04,,West Midlands Police,-1.802039,52.567619,On or near Golson Close,E01009446,Birmingham 005B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.800204,52.572210,On or near Poplar Avenue,E01009446,Birmingham 005B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.802760,52.574615,On or near Ludford Close,E01009446,Birmingham 005B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.802209,52.572447,On or near Tanners Close,E01009446,Birmingham 005B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.800204,52.572210,On or near Poplar Avenue,E01009446,Birmingham 005B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.800204,52.572210,On or near Poplar Avenue,E01009446,Birmingham 005B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.797547,52.569221,On or near Kingston Road,E01009446,Birmingham 005B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.800204,52.572210,On or near Poplar Avenue,E01009446,Birmingham 005B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.799379,52.568676,On or near Langley Park Way,E01009446,Birmingham 005B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.800204,52.572210,On or near Poplar Avenue,E01009446,Birmingham 005B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.797547,52.569221,On or near Kingston Road,E01009446,Birmingham 005B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.800204,52.572210,On or near Poplar Avenue,E01009446,Birmingham 005B,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.802760,52.574615,On or near Ludford Close,E01009446,Birmingham 005B,Burglary,,
,2011-04,,West Midlands Police,-1.800590,52.568363,On or near St. Simons Close,E01009446,Birmingham 005B,Vehicle crime,,
,2011-04,,West Midlands Police,-1.801089,52.568921,On or near Hanam Close,E01009446,Birmingham 005B,Violent crime,,
,2011-04,,West Midlands Police,-1.797547,52.569221,On or near Kingston Road,E01009446,Birmingham 005B,Violent crime,,
,2011-04,,West Midlands Police,-1.802760,52.574615,On or near Ludford Close,E01009446,Birmingham 005B,Other crime,,
,2011-04,,West Midlands Police,-1.802209,52.572447,On or near Tanners Close,E01009446,Birmingham 005B,Other crime,,
,2011-04,,West Midlands Police,-1.796611,52.570613,On or near Plantation Drive,E01009446,Birmingham 005B,Other crime,,
,2011-04,,West Midlands Police,-1.802209,52.572447,On or near Tanners Close,E01009446,Birmingham 005B,Other crime,,
,2011-04,,West Midlands Police,-1.800204,52.572210,On or near Poplar Avenue,E01009446,Birmingham 005B,Other crime,,
,2011-04,,West Midlands Police,-1.802209,52.572447,On or near Tanners Close,E01009446,Birmingham 005B,Other crime,,
,2011-04,,West Midlands Police,-1.802209,52.572447,On or near Tanners Close,E01009446,Birmingham 005B,Other crime,,
,2011-04,,West Midlands Police,-1.802209,52.572447,On or near Tanners Close,E01009446,Birmingham 005B,Other crime,,
,2011-04,,West Midlands Police,-1.801089,52.568921,On or near Hanam Close,E01009446,Birmingham 005B,Other crime,,
,2011-04,,West Midlands Police,-1.796611,52.570613,On or near Plantation Drive,E01009446,Birmingham 005B,Other crime,,
,2011-04,,West Midlands Police,-1.802209,52.572447,On or near Tanners Close,E01009446,Birmingham 005B,Other crime,,
,2011-04,,West Midlands Police,-1.802209,52.572447,On or near Tanners Close,E01009446,Birmingham 005B,Other crime,,
,2011-04,,West Midlands Police,-1.800204,52.572210,On or near Poplar Avenue,E01009446,Birmingham 005B,Other crime,,
,2011-04,,West Midlands Police,-1.794846,52.563202,On or near Ogley Drive,E01009447,Birmingham 005C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.794846,52.563202,On or near Ogley Drive,E01009447,Birmingham 005C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.805018,52.567912,On or near West View Road,E01009447,Birmingham 005C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.794846,52.563202,On or near Ogley Drive,E01009447,Birmingham 005C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.793491,52.562732,On or near Jesson Road,E01009447,Birmingham 005C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.799874,52.563606,On or near St. Chads Road,E01009447,Birmingham 005C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.798570,52.564899,On or near Grove Farm Drive,E01009447,Birmingham 005C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.798570,52.564899,On or near Grove Farm Drive,E01009447,Birmingham 005C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.798570,52.564899,On or near Grove Farm Drive,E01009447,Birmingham 005C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.805018,52.567912,On or near West View Road,E01009447,Birmingham 005C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.805018,52.567912,On or near West View Road,E01009447,Birmingham 005C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.794846,52.563202,On or near Ogley Drive,E01009447,Birmingham 005C,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.794846,52.563202,On or near Ogley Drive,E01009447,Birmingham 005C,Burglary,,
,2011-04,,West Midlands Police,-1.805018,52.567912,On or near West View Road,E01009447,Birmingham 005C,Violent crime,,
,2011-04,,West Midlands Police,-1.796295,52.562297,On or near Fairfax Road,E01009447,Birmingham 005C,Other crime,,
,2011-04,,West Midlands Police,-1.794846,52.563202,On or near Ogley Drive,E01009447,Birmingham 005C,Other crime,,
,2011-04,,West Midlands Police,-1.794846,52.563202,On or near Ogley Drive,E01009447,Birmingham 005C,Other crime,,
,2011-04,,West Midlands Police,-1.799914,52.564604,On or near Trenchard Close,E01009447,Birmingham 005C,Other crime,,
,2011-04,,West Midlands Police,-1.793124,52.565447,On or near Colmore Drive,E01009447,Birmingham 005C,Other crime,,
,2011-04,,West Midlands Police,-1.783875,52.565143,On or near Goodeve Walk,E01009448,Birmingham 005D,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.783875,52.565143,On or near Goodeve Walk,E01009448,Birmingham 005D,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.788609,52.562562,On or near Stone Avenue,E01009448,Birmingham 005D,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.783875,52.565143,On or near Goodeve Walk,E01009448,Birmingham 005D,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.783875,52.565143,On or near Goodeve Walk,E01009448,Birmingham 005D,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.783875,52.565143,On or near Goodeve Walk,E01009448,Birmingham 005D,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.783875,52.565143,On or near Goodeve Walk,E01009448,Birmingham 005D,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.788609,52.562562,On or near Stone Avenue,E01009448,Birmingham 005D,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.795082,52.569496,On or near Sentry Way,E01009448,Birmingham 005D,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.788609,52.562562,On or near Stone Avenue,E01009448,Birmingham 005D,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.783875,52.565143,On or near Goodeve Walk,E01009448,Birmingham 005D,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.788609,52.562562,On or near Stone Avenue,E01009448,Birmingham 005D,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.787186,52.560788,On or near Nuthurst,E01009448,Birmingham 005D,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.788609,52.562562,On or near Stone Avenue,E01009448,Birmingham 005D,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.787186,52.560788,On or near Nuthurst,E01009448,Birmingham 005D,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.782707,52.565707,On or near Wyatt Road,E01009448,Birmingham 005D,Violent crime,,
,2011-04,,West Midlands Police,-1.788609,52.562562,On or near Stone Avenue,E01009448,Birmingham 005D,Violent crime,,
,2011-04,,West Midlands Police,-1.782707,52.565707,On or near Wyatt Road,E01009448,Birmingham 005D,Violent crime,,
,2011-04,,West Midlands Police,-1.782707,52.565707,On or near Wyatt Road,E01009448,Birmingham 005D,Other crime,,
,2011-04,,West Midlands Police,-1.781237,52.564724,On or near Langley Hall Road,E01009448,Birmingham 005D,Other crime,,
,2011-04,,West Midlands Police,-1.790970,52.562269,On or near Newdigate Road,E01009452,Birmingham 005E,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.789254,52.563327,On or near Churchill Road,E01009452,Birmingham 005E,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.789254,52.563327,On or near Churchill Road,E01009452,Birmingham 005E,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.789254,52.563327,On or near Churchill Road,E01009452,Birmingham 005E,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.789254,52.563327,On or near Churchill Road,E01009452,Birmingham 005E,Anti-social behaviour,,
,2011-04,,West Midlands Police,-1.802121,52.562603,On or near Longmeadow Close,E01009452,Birmingham 005E,Burglary,,
